tweet,class
hi sonia i would like to know whether to hold ashok leyland or sell it,0
undoubtedly ak is corrupt like others politicians,1
stop this nonsense university is the place of study not a place to establish islamic religious identity be liberal or be terrorists by liberty we get apj kalam by bigotry we get only terrorist,1
that is why you are enamoured with donkeys like you donkeys cannot think for themselves but can only follow blindly,1
its high time wen u start putting anti against ur name indian express you suck big time we are aware of all your futile and sinister campaigns to demean bjp the result of up is a slap on your face and you should take it line down,1
dont worry this bitter pill will make you all ill for a long time resulting in your death,1
i am not modi family parson but i was see villages and city developments so i am support,0
i see people in name of muslims making insane comments,1
o my godinstead of doing hard studies like eng doctor its better became an sports menv vill get both d things vr able represent our nation next vr going become celebrities along wid good financial incomeso life gets settled,0
if we ask people to boycott chinese products then we must first make cheapest possible products available in india to forcefully letting them boycott chinese products,0
suresh sir please look in to aircon not facilitating properly sometimes needs to travel with fan cooling,0
it is quite natural to the politicians because people are responsible for ensuring them that they are not going to change how many politicians are kept away from contesting unless people are changed the system will like this only,1
of them are down dare to say im wrong ðÿ˜ž,1
let us change to format i am sure it has something to do be srk since sugar daddy is on the run,1
i have a very strong feeling that jadhav had already been tortured killed in pak jail,1
people who are hell bent on opposing pm modi proves the quote democracy is not for idiots where in the world you will find such a great man with amazing capacity to work hard and organize without any gain of his own,1
awesome manisha gupta he looks totally floored by you kh,0
earlier a british minister now us congressman all of them are saying pakistan is a terrorist sponsored country but we already know that so no more discussions now is the time to show our military power to those porkistani butchers last night only three watchtowers leveled i wish there would be more,1
anna ji where is lokepal bill where is your seculiyarism better you were some other dress not gandhi topi,1
anuj sir please tell mid caps behave like that in a bull market like they are doingggg,0
bjp big win in up and form govt in uttar pradesh and uttarkhand,0
amazing moviesuperb imaginationu can feel the hardwork it must have taken for every scenethe thoughts as well as the execution of themhats off to the makers and the actors,0
rahul was never a leader his mom is away on holiday hopes even he joins,0
deepak do you have any solution for stopping black money,1
i agree with abhishek jairaj that hindus needs to have one label that i am hindu indian and not muslim i feel lets every hindu try this,1
any surprise to expect from modi on jan speech can it be a trigger to mkt,0
sham on this man how people like these become ministers,1
shoaib khan lughmani u are from a pakistani city liar atleast change your facebook details,1
and modi has fulfilled your hopes by constituting lokpalyour main motive towards indiaagainstcorruption agitation was to depose the congress government,1
no sir you are all ready member rrs,1
modi wants to go to war that is rhe only way he will be able to cover up the fuckall dã©monetization effects,0
i think problem is not loudspeaker but loudspeakers even when one will suffice in an area due to many mosques near to each other they all start azan second thing is nowadays the problem is that not everyone sings azan as it should be so it sounds very irritating most of the indian maulanas dont know how to sing a perfect azan otherwise it sounds very soothing like this ðÿ‘‡,1
according to a joint press statement issued by the alliance partners the sp announced it would withdraw candidates from maharajpur and kanpur cantonment koraon and bara and mehroni,0
india is this is just foolish survey dude size of country matters,1
not good jobthis guis creating a problem n our socacity,1
hope somone switches the bike and puts an enfield there i am sure the expression on the mds face will be pricelessfor the rest we have mastercard,1
now india will be the fastest slowing economy in the world,0
azaan on loudspeaker is a disrespect to all religions except islam,1
sonu nigam banning of loud speakers can damage ur life cuz u singers cant sing without mike and nobody hears your voice without speakers this how u earn money from concerts k i agree with u banning of loudspeakers this wt we also wanted no music no sound,1
agreed for sometimes and eye for an eye is the correct response,0
why would this muslim country ban people from other muslim countries because they know there is a real danger support your president ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸ðÿ‡ºðÿ‡¸,1
hope delhi police will take action and bjp will find a way to blame aap for it,1
ak has defined the politics in india and every one should understand the difference hazare is sachin tandulkar for bjp and rss,1
why do you care youre white,1
indian express is being handled by pakistani mullas,1
rumour expressindian express quoting afwhaa timesjhundsutta as usual,1
yes it is absolutely true although some places and the people all concerned to pakistan are only the best choice of china for the current economic crisis in pakistan,0
give us your opinion on andhra bankshould i hold or sell,0
hi can we expect nbfc to rally more ur views on lt finance,0
may be this is enough,0
a third accused tariq ahmed dar was held guilty of being a let member but the court said there wasnâ€™t sufficient evidence to link him to any conspiracy,0
well you pour money for medals but no money for education of poors shame on govt,1
mr patel you fall in wrong hands the horror of economic slowdown start haunting once the key sectors of economy start publishing the numbers it will be a havoc a damage control already started by mr patel crr bps black money tax „… today cant we see the nervousness of govt who move any time any direction my advice sir you should explore how to handle the worst which is on the way,0
there is a disk failure in the array check that first ðÿ˜,1
the idiot addresses his party leaders and gives a lecture but wont face opposition or court and answer just moaning about the past instead of addressing current woes caused by him and his stupidity that is making the people of the country suffer while making his friends rich this joker is turning the economy into a lottery game he wants to beggar the nation by making everyone a debtor controlled by the system my india is doomed a lot of bhakts will fall for this drama,1
indian express became bakwas express,1
being a hindu i say you must have asked that person to lower his bhajan volume as someday he or his family members may also fall sick,1
tamil nadu gradually falling in the hands of mannargudi mafia,0
definitely go mr azam and then see how fool you will look,1
i always called you top class dearwish to know u r political priority,0
tat will prove mistry wrong and this graph will be times positive simple its all a game boss,0
why would india buy jets that are already outgunned and has limited range,1
see who is saying this did u have taken permission to speakðÿ˜‚,1
indian express paper is one the waste paper in india it got disappeared from market,1
misinterpretation reality is delhi police beat up thugs goons and presstitutes who attacked police at rohit vemula mockery march,1
tired and devasted by being used by everyone she never thought she could love again the couple has been married for four years now,0
shree anna hazare is a sence less person very opportunist he is very very bewakuf because now he is criticising mr a kejriwal,1
so how many presidents will be ruling then mr tharoor even if it is the case modi is my president not you or any dirty pig from congress,1
very good decision i know it their will be problem for the common man but then it is for us so we can bear that but hats off to the government who had taken such a bold decisionðÿ‘ðÿ»,0
yes its ok he not hurt cow he is innocent,0
none of the media shown us such index thank you sourav ghosh for your information,0
investors allowed instant access to mfs with cap of rs sebi,0
terrible rule some people have a passion for cars car companies would suffer instead why not replace rickshaws with electric tata nanos in order to reduce pollution,1
obviously this alkesh is from moon he does not know the phenomenon called amitabh bachhaneven though i like his screen presence more than this movies but to be so ignorant is a crime,1
exide down to after touching where is it headed further,0
hell with bjp all political parties are corrupt and i do not like anyone they are there to only make money whomsoever you may vote but supporting naxalites who kill our soldiers taking side of jnu students who shout bharat ke tukde katenge and afzhal guru tere katil jinda hai and very recent there is nothing wrong in chanting pakistan zhindabad are all attributed to this man hence he is decidedly antinational,1
yeah that day i was talking about this tata suv,0
whats communal here bro are nt we living in a democracy to speak,1
yes she is mentally unsound i reallly dont know how she is cm of west bengal,1
is this a drama launch or a bike launch,1
anna is great he could easily have become cm of delhi but for blackmailers in power now he is too simple and dedicated he saved his reputation by not joining aap,0
as promised during elections modiyogi must support her,1
hats off to cnbc for covering this development so closely,0
the one who always turn out to be opportunist using a student as launchpad against bjp rather than being responsible leaders and doing sonething to resolve the issue everyone is busy in slamming each other giving rise to this stupid debate this issue could have been resolved easlity if evrry one had played their role well but no one wanted to miss out an opportunity to serve their political propoganda shame seriously,1
modi hatersplz mind ur own business and ur tonguelet him go aheadtum jese logo ke vajase ye desh aage nhi badhraha aese log hoge to how ll he go ahead with his workhw ll he bring the good daysjus stop all this nonsense stop commenting if u hate him,1
oh pak army or should say porki hijada army whose country didnt excepted the bodies of their dickless coward army during kargil wararmy which submitted infront of indian army in and east pakistan became bangladeshand hijada army couldnt even save school childrens from merciless killings and indian forces really reached lahore in,1
now randia will seek what is the real surgical strike,0
your view on larsen it has come down a bit do you see it has good potential go up,0
how the pakistani soldier mutilates an indian bsf jawan by entering in to loc dont make fool of your nation,1
lolz look whos talking about decency,1
hello sir i am realy ur great fan u take a good decision u will give order to income tax department ride all mp and mla homes,1
yes time for mr kejriwal and aap to face the truth and change the way they work,0
those who are eating beef or buffalo meet ask dem once are they really hindu a true hindu man would nver touch beef like a muslim who nver touch pork so every religion has some boundation some follow it some not so plzz dont comment on whole communtiy dats not correct,1
well said sir data is the oxygen of digital life,0
sir i want to know if any person who will be new in stock market investment being the new in the market with which stock of the company he can start his investment in current stock market,0
today i went to a pathologist for blood test i asked him for digital payment first that doctor denied for e payment i said him now a days a hawker is also accepting the digital payment y u r not accepting u r a doctor educated person he was so ashamed and admitted and accepted my pay tm wallet payment thanks modiji,1
very truedelhi cm please stop shaming delhi voters,1
yesswe hindus considered cow as a god but where were your people why didnt your people tried to save him or offer ambulance ohhhhhh i forgt they were bzy in playing triple talaq or planning to find next bombing place right,1
and he was hellbent to oppose tesla for developing ac current went on kill horses in public to show that ac power is dangerous,1
only arvind kejriwal can be the best prime minister of india,0
reservation seats from different organizations families of such students thank god for their absence in their homes,1
there are few ecommerce models in the market raking in windfall gains whats up with sdwhy cant this company follow the pattern the onus lies on the management that is overseeing the critical processes either management or the way processes are being handled or both need to be scrutinized rectified employees are main drivers why axe their jobs,0
in tn poor farmers are drinking their urine no one is even bothered to resolve their basic issues aaj kal indian mai show off bahoot hogaya cosmetic efforts are being promoting from every were but genuinely no one is keen about to look at basic issues,1
speaking in lok sabha will be followed by anonymous voting and hes feared that the descent in his party will reflect in the votes leading to dent his image for the upcoming elections,1
crude prices are low but about as total taxes why so high taxes why punish taxpayers for poor performance of cea fin ministry col lamba,0
no competition with royal enfield absolutely different kind of bikes,0
is also too much,0
more jawans of indian army ready to go to hell,1
how can you expect mr old man as long as pigs are there in india it never ever happen,1
will u consider healthcare as part of developnent or rural roads or promoting education of women,0
so this means that all the working mothers treat their babies as puppies future of every household is not so secure salute to the real women who earn as well spend quality time with their children,1
thanks anuj for the bellyicious information about tonys pizza you just made me forget about the stocks and i went researching on videos of the tonys pizza i now crave for it ðÿ™ˆðÿ˜œ please come to india soon tonys pizza ðÿ˜…,0
police and cid demanding a bribe for passport verificationis this true,0
bata share going low day by day i had bought at now its shall i hold,0
why she is shouting man whats with gospel gothic opera,1
i regularly watch this tv channel is a hub of optimism keep it up,0
prakash diwan had recommended universal cables as a stock pick for does he still hold on to the view,0
indias economic growth not dependent only on exports commerce minister,0
unebeivable atory some time back india was wrongly claiming surgical strikes in pakistan and now claiming surgicam strike by pakistan wrong again,1
i fully support mr modi step but why liberty for political parties,1
he himself is surviving on his wifes salary he is just venting out his frustration of being unemployed â˜ºðÿ˜œ,1
dear all we salute mrnarendra modi sir the words witch has promise before election black money non tax able amount will be banned the same has proved by our daring real horn able pm mr narendra modi sir and also we hope the except no one can do and vont do except horn able pm mr narendra modi sir,0
its a conspiracy to sell more railneer bottled waters p,1
sonu nigam said his felt pain all religions should stop force influence on people by all means his mentioned community has lion share in noise,1
gud riddance dis commi n his ilk shud hv bn shown d door love ng back better late den never scum,0
buy piramal enterprises strong buy tgt is â‚¹ ðÿ˜¯ðÿ˜¯ðÿ˜¯ðÿ˜¯ðÿ˜¯ðÿ˜¯ðÿ˜¯ðÿ,0
dont use the word martyre for non muslim its specific for muslim only use travelling to hell instead of martyre,1
twitter is not india see the grassroots people are crying and dying the mirage of something better is coming up will also break soon,0
if aap retains this old rss man in the party ak may not be in the current status he may lost everything if this bjp agent stay with him,1
watching from usa kajriwal is not a working guy he has big mouth,1
huge respect for your love to nation more than family students of jnu du have learnt a lesson from this great father,1
if this news is true i m more den happy,0
i wonder ndtv has a dedicated team of reporters working on specific assignment on cows they went to assam for this but failed to reach malda in bengal recently a hanumanji temple was vandalised in kashmir but i think cow plays an important role in trp of ndtv,0
shah rukh kahn must nbe given a punish seroiusly ou acting lke that to a girl,1
tigor will be in showrooms post march tata motors md,0
if rupee is lakshmi old lakshmi is visiting temples nowadays,1
with change in american politics we should expect slump in pharma sector,0
or by one person who steals ideas from a team of people,1
where is the advanced modren ambulances helping for needy people who are so sickwhat party rules the state forgotten their promises for people,1
hahahaawe that people like u still exist mcps no need to make an argument wid uu got no brain for that,1
that is good news ha ha ha,0
these garbage media make him more famous by posting crap news related to him,1
the jagran didnt go days but all the other disturbs only good thing is halalaa the masti for men,1
when one of their own sings a bhajan they take out a fatwamost intolerant religion,1
stop dictating there is jungle raj in bjp ruled states where innocents are killed by terrorists and those terrorists are with full hope that party in power will come to their rescue,1
i think these would be terrific alternative to sleeping could get rid of the tv get the cost down to a night we could use about of them in portland,0
sonu nigamthis precious azaan has came to us after lot of sacrifices of our beloved prophetpeace be upon him and his followers may god please with them so kindly dont think negatively it is better for uno one can stop islam coz its a religion given by god through our beloved prophet pbuh,1
sarthak sharma boss sorry i may not agree with you because you are telling about his corruption but friend pl analyse other leaders irrespective of their parties and you will find that politicians are corrupt you may be knowing him that is why you are telling but there are many whom you may not be knowing but are corrupt in politics you can not survive without corruption at least in india,1
robotics automation everywhereforms of robotics that are emerging after robotic baggagesuitcases too+bharat bhatia ritika arora bhatia komal damani gaurav jamgaokar meghna jhaveri rahul harsh rajã© rahul jhaveri puneet sanghvi,0
when india will start war no one country will help pakistan,1
pakistan made mistake by giving access to afghanis when soviets were therenext time it wont happen,1
ye video kisi bhi political party se kaafi upr h its just you media cant see it but we people do so just stop feeding the society whatever you want we know whats right,1
sacked delhi minister kapil mishra holds a press conference making more allegations against delhi cm arvind kejriwal,0
it was a shock to me as well when yogi was made cm despite matured people like rajnath singh in the race but my observtion says sometimes responsibility makes you mature and thoughtful lets hope for the good,1
we need action not only talk we respect modiji if government dont take any action we all indian never ever respect you show them our chalaba modiji,0
he is same joker who got a tight slap from king khan for his stupid behaviour and he could not do anything again he is proving that he is expert in stupidity and nobody can match him in that btw who is shirish kunder shirish is the guy who got a tight slap from king khanand he is husband of farah khanthis is his introductionand media is giving so much importance to a person like him just to target bjp and yogi,1
you also tell why people should vote for aap who calls it a honest party every other day they are involved in scandals if you bad mouth someone day in day out you cant expect support bjp wanted to show real face of aap to delhi people and has shown it,0
kumar is becoming like shazia limi so quit aap and join with her,1
the financial express get ready to pay upto rs lakh more for small diesel cars after bsvi implementation,0
nusrat r u indian or not,1
there is toomuch difference in cash award announced in comparatively of position achieved bronze medalist value should be approx of silver medalist value,0
yes white boss you made a right decision you did not join with kejriwal god saved kejriwal and aap as well delhi people from this culprit,1
dont politicize the issue have some decency and dignity over the death of human be human if you want to eat cow and if not available eat pig you are a piggyboy,1
this woman thinks spending an hour with ones own kid is a choice she annoys me,1
after paying so much bribes to officials where there is money for good material,1
they want nation to become a superpower becoming a superpower didnt only mean u make missile launch satellite or get million of foreign investment where is infrastructure where the hell majority of population getting basic facility like healthcare water and education jst increase unemployment,1
do you see any surge in asian paints for the next months,0
hi anuj happy diwali i have sml isuzu pls suggest should i wait or,0
then no more hebrew spoken in america this creature is an evil instigator,0
anna ji is reading too much too early he knows what it needs to be in politics and i am surprised why has he not praised aaps worksrss shadow what happened to his lokpal,0
people need intellectual brain to understand what mr modi is doing people abusing him are bewkoof,1
cess on water including mineral waters aerated waters capped at ad valorem,0
correctlet cows vote for her too we need people who live for people and nature,1
no they r wrong she is directly educating others in addition with her add,1
hindalco feb future once break then only sell it there and more on higher side with stoploss target once the position execute carry till target or stoploss,0
sure dude we know in pakistan only brothers and sisters have intercourse all of pork is bc,1
people who have loads of cash will find ways to save their money and get them exchanged only the people who will suffer is the common man,0
a few more lucky terrorists about to get their virgins soon ðÿ‘ðÿ¼ðÿ‘ðÿ¼,1
u r the best we proud of u we r with u,1
he should first be thrown behind bars and thereafter he should be barred from boarding any airlines,1
if mallya extradited to india then the british law department will get the world recoganization we indians will believe it,0
this old man does not know todays bjp politicshe should ask where is lokpal,1
thats what happens when you cant discern between a military activity and an act of barbarism remember the nli bodies of whose soldiers you refused to acknowledge during kargil conflict so keep your knowledge to yourself and live in your own fantasy land,1
she will also suffer thu shame on her y u people are making shame to everybody,1
its good to encourage and support sportsmen but you should give infrastructure too op jaisha the marathon runner even they dont get drinking water after finishing her marathon shame on you guys,0
why should you have to beg for your money people those who black money do you think they will walk to bank to submit common people effected big big big failure,1
get lost we dnt wntbc where is d satellite and where is that cheap china pakistan road goto hell nonsense ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,1
mnrega crore bananas are sanctioned by central make sure all bananas reach,0
gud one but im buying the future today for cheap or bargain price,0
manmohan singh ha ha someone else s mouth piece has guts to speakha ha,0
lot of analysts and institutions like lupin as their choice in top but the stock is stuck forever in range and now in ur view pls,0
who cares media like indian express cares bloody guy statement,1
pregnancy loan visa for future child in pregnancy come on make your ideas that sell world wide,0
where are the olemas of aimlb triple talaq is so impulsive that even husband regrets later on after uttering it this is also not in quran and thatswhy majority of muslim countries dont observe this cruel system even in india sects like ahle hadith shia dont follow it,1
so the shadow is out of sight again,0
politicians basic qualification is to be great fool maker of the people better you fool the public the better politician you are for example modi and so on,1
i pity desperation of ie to just malign modi and now yogi at any cost,1
shunglu report is ok what about mcd delhi most corrupted corporation in india led by bjp,1
dasgupta please stay out of kerala politics keralites know whats best for them,1
you characters will never feel happy any where you go and live,1
come on babe heads are waiting for you but first ask those generals if they are still alive who wanted to do breakfast in lahore in ask them how warmly pakistanis will welcome you,1
indian express you are making it viral like you made cheep thrills,1
and i suppose were gonna ignore the fact that the most developed countries in the world the nordic nations are basically socialist you defending socialism or communismon nordic countries none of them have an army they have no expenditure on army due to nato whose budget is contributed by us majorly a capitalist country they were capitalist first then became socialist u need to have income to redistribute it too hard to get,1
guys this is called real surgical strike this is called guss ker marna,0
so now again it will continue right sir,1
dont make pp fool they nows u indians is begest hypocrites,1
let him shut his ears and sleep i live near darga and not a single day has it annoyed me,1
disgrace there are no intellects in the current indian politics,1
the tactic of social media ban failed so india have to resort to these cheap tactics once again to blame their comprehensive failure in kashmir on pakistan,0
for the first time a pm lied to the country,1
why our honourable pm is saying some forces are up against him they may not leave him alive for entire nation this is a terrible thing when our own pm do not feel safe who are those people are they more powerful than india is he talking about internal security breach,0
nifty is manipulated the expiry depends on option data the late surge at the end shows shortcovering i bet it is manipulated,0
indian army soldiers were come to loc for surgical strike and go back after mutilation ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,1
he does not want india develop he is only concern is,0
good to know that hrd minister acknowledges the fact that quality work and research happens in jnu,1
nothing can compete royal enfield its a pride of a man,0
i wud rather call it noise pollution but forced religion coz i smtyms feel that these speakers are nt allowed in any gurudwara jaagran masjid mandir coz they smtyms really disturb at nyt during exams or if they are allowed den their volume should be maintained to a limit,1
greetings we need a business partner investor to come and invest in namibia africa construction it tourism banking mobile telecommunication entertainment transport road airlines and sea willem gariseb consumernewsiwayna + i need a investor coming soon to india hyderabad + it will be february regards willem,0
this is what u can do,1
our prime minister was saying demonitisation must have done that time inflation was too high due to bangladesh liberation war and due to drought if demonitisation was done at that time people reeling under inflation might have died if they cant get employment what is happening today the casual labour and farmers are the most affected today allover digitalisation is their but at that time even electricity was a luxury,1
it is a passing phase have patience,0
what is provocation in this india tv can write this as a statement adding provocative by you is the real provocation its dalai lamas opinion unnecessarily sensationallising,0
thanks for ambani sir please provide sim cards also it will be also helpful for the customers who are using mobiles,0
then why you are killing our own people there he took so many days to understand this simple thing,1
sonu is right muslims believe in nirakar philosophy then y they build mosque with loud speakers they can do worship allah at home,1
present day politics has auctioned its sovereignty to caate creed religion and ofcourse money no political philosophy can withstand the pressure of corruption and that has been proved in many places in the modern history why elsewhere take examp of china russia west bengaland kerla dol you find marxs ideology achieved the goal can you explain why mnisters were caught for disproportianate assests and charges of bribes in chinarussia and every where under left rules it was not is,1
and dont show me your machoness india is mine too as much as yours,1
whether expected to be good for bank stocks result start from south indian bank tomorrow,0
whether u believe or not dont call jesus muslim muslim is just rewrite by muhamnd tats all,1
and yet they claim there shall be no beef ban in north east india while the sangh ideologue mr bhagwat demands a nationwide ban on beef hypocrisy at its best slow claps,1
what a shame such nonsense,1
why is state public schools are so poor in quality education and central govts kendriya vidyalayas giving national toppers there should be will our state institutions are result of fault of politicians and public servants and also our own lack of awareness,1
himanshu meena pl see the headlines of news which is highlighting the weakness of ips officer because tears came to her eyes and not honorable mla media too has twisted in the same direction as directed by their owners,1
so what big deal chara chor lalu yadav convicted by court out on bail by supreme courtbhadwa journos of rndtv are ready to give blow job to him any time in the name of so called secularism,1
it iz not what u said but ur ending time is near,1
hi sonia congrats and wish you good luck for your baby,0
if i live in the country where mob behaves like this and have licence to kill then i feel shameby ur logictaliban is also right who stone to death people,0
i agree with sonu nigm,1
yesterday transport sector in us closed at record high bharat forge has large market in us is bharat forg a good buy for american infrastructure spending play and indias defence,0
why not for every one why only for women only why not menmen dost have painmen are not humans,1
award well deserved for bringing glory to our country may ull shine forever,0
appreciate good work and question all the wrongs but keep up to the topic instead of abusing for no reason thanks,1
this person is totally opportunist when his downfall start starting barking against him,1
no one should be put in such a situationwhere is the humanity ðÿ˜¡ðÿ˜¢,1
what was done by congress issue was never resolved by congress now time has come to have war now,0
yea so says the people from states with no proper primary healthcare or proper sanitation,1
they cpim will come to know the strength of the bjp in other parts of the country if they did not stop violence against workers in kerala,1
why now media is disclosing these bills at the peak of mcd electionsn overall its not paid n under inspection,1
it is a darma no viletions by pak army india army is a presure of unrest in country,1
it is shameful to support the mla first he should know he was elected by people he is not s born ruler and must understand to behave in public,1
ahmed razeen what exactly are you talking about kejrijoker is clever seriously its called cunning kejrijoker made personal comments on others for which delhi people are paying price in crores he hosted vip dinners for aap supporters for which a,1
exactlyi am with you on this kanganaatlast someone had guts to speak truth,0
farmers are dying in maharashtra and why is silent i will tell because bjp hai,1
there was a huge focus on digitisation electronic manufacturing in budget electronics it secy,0
what was the reason to see upswing in power sector today,0
great show nilesh bhai is awesome i missed intro of him can i have more details so that i can follow his portfolio,0
et says they crushed cnbc you people say we crushed times now so both of you people do not speak facts then how can we trust market news,1
arpit bardiya they think rajnikanth thought of reviewing baahubali little did they know that prasant maheshwari told rajnikanth to do so thunderstealer realgod,0
add cloz list clear poke must,0
dear my all comment friend when you are month you r mum fed milk to u after to your family by cow milk fed to you make health and strong after u young and y eat cow that means u eat yr mum,1
entertainment | phillauri collections witness a dip over the week,0
its right time to buy tata stocks and im confident that this stocks will rise and benefits to us,0
problem with people is if we dont do anything we blame him and now he has something big and they are diverting it comparing it with wrong things one thing at a time,1
prashant singh is joining republicans in usa,0
modiji you r our beloved pm and we all crores indians are with you only the selfish and corrupt people wil not want you to be reelected but we know you will again shine in electctions bcos you r for the people by the people and for the people,1
why isnt anna asking bjp to implement lok pal bill why isnt he doing any fast to force bjp to get back black money from swiss banks anna did all the drama to remove congress but not to change the system,1
ha ha ha then what what else you can expect pushpak vimaan teams v v v v v,1
no change of goal digital payment is a by product of fighting black money,1
why you prestutudes give importance to a convicted thief,1
they are worse than taliban terrorist backed up and blessed by current regressive government leading nation at global level only solution is execution of cowward terrorist the same way how they did to other otherwise india is already in dark ages from developing nation to under developed is proof where we are at global level and where we are heading,1
latha venkateshplease dont show your teeth for valentinedont be a senseless personthough you r little bit underdeveloped mentally,1
who will wash come on surf do not surf our brain with your old dressing code we are tarzans,0
by the way whose this girl,1
i worked in airtel more than years totally chor hai airtel co,0
cow is not more important than a human life i think democracy is for the people not for animals,1
completely wrong atm out of cash is the ground realityyou pleople are lieing all around,1
this papers analysis is wrong as usual the indian media is always uncharitable to bjp in my view shiva sena has been cut to size and shown the door had both the parties contested together then shiva sena would have offered bjp seats now shiv sena cannot take bjp for granted shiv sena should learn to live with bjp otherwise their presence will be reduced to small areas like dadar,1
ramya krishnan anushka prabhas and of course rajamouli sir the real person to choose these artists loved every bit of the movie ðÿ‘œðÿ»ðÿ‘ðÿ¼,0
can tv reporter impute knowlege of case against him to cmcan cm is omnipotent to know any person sharing dias what is he and even his nametv channels are with such news to blame any cmpm this is there regular business,1
legitimate holding of jewellery upto any extent is fully protected,0
kerala has government with guts to counter politicising issue of ban of beef by bjp when all the people let it be minority only have all respect and uphold sanctity of cow but creating fear sychosis even for other livestock which are legally allowed is a hypocrisy and arrogance,1
views on motilal oswal financial for long term i have share,0
last day of week what can we expect in nifty tmrw,0
my parents were working couple that didnt deter to spend quality time with us mira rajput should refrain from talking something that doesnt make sense why dont she carry her daughter when she attend parties with her hubby or sit back at home n look after her kid,1
mr perveaz great pm lal bahadur was uneducated nehru was foreign educated so he like mount baton more than sindh so he gave away sindh to jinnah like he was surrendering his pocket money patriotism is important not harvard,1
how can i sear or inform corruption or basic news with your newschanal,0
is being glamorous thay easy all of us are doing hard work in our profession we see brighter side of bollywood divas and heroes but dont know what goes in reaching that stage,0
dnt worry gayu will die soon frevr than u dnt have to wakeup,1
leaving the industry should be her decision not others business,0
nidhish muralidharan nair i feel one day you may convert also when you realise and understand what you are following,1
ðÿ‡ðÿš´ðÿ‡ ïïƒï‰ñ”ññ”d ê™ê zeexhan malick ðÿ‡ðÿš´ðÿ‡ | kia keh dia zalim ðÿ¡ india tv | ðÿ¡ friday ðÿ† ðÿ† april ðÿ† ðÿ¡ gul hassan ðÿ¡ ch botters ðÿ¡ india tv ðÿ¡ i am on fire seconds â° ðÿ¡ personal bot by zeexhan malick ðÿ¡ site dilwalytk ðÿ¡,0
wrong statement made by indianexpress ðÿ‘ž,1
as to sing vande matram hurts your people your actions can also hurt others,1
remove gandhis and remove appeasement of minorities and remove quotas advocate meritocracy and india will reach its true potential,1
u r one buchokd kind of person who just have hatred against a particular personparty no matter what is being said abt you hv to cry and if u really want to ask question where ur mouth was in dirt in when of our soldier were killed in indias biggest ever naxal attack had u asked upa govt abt it,1
its very personal what someone is eatingbut we need to respect peoples feelings she shouldnt have made it publicsimilarly we need to respect other peoples feelings too,1
my bank employeehe is posted in interior since last yrsbecause he is not transferredhe got in to depression basically he is negative by naturenon cooperative with managerpresently he is under severe depressionhe has taken to psychiatristalso responded to the treatmenthowever he discontinuing the treatmentpladvice what to dothanks,0
hi anuj is this time buy on dips strategy coupled with consistent diis flow propel market to new high any time soon,0
its really a bold step to curb so called black money,0
hope to achieve target of million aadhaar enabled pos by september electronics it secy,0
she is because in this advt because other celebs dont endorse its all about image her image is like that only,1
even pawar voted for bjp shiv sena leave the assembly hes ready to support bjp otherwise what sule n ajit will do without power whatsoever little,1
yesvery truesp compromised and see where it took themin garbage dumpðÿ˜€ðÿ˜€ðÿ˜€,1
who said u are alone entire media other state ppl are calling you as amma we are all ur family,0
i think the bike is being assembled now till then this crap is presentedto entertain us,1
demonitisation is like a medicine it might taste sour to most of us but will show its effect slowly and steadily,1
an innocent citizen of india was murdered by a gang of thugs in rajasthan,1
do they do the same for pork,0
and people are like wow,1
now we can aspect same with afjal guru bt sad to say that president had transfered his daya yachika to home ministry,0
these all happen with absolute knowledge of the oil companies sales managers why didnt they take it for any actions,1
the government has raised diesel prices by paisa per litre and planned similar monthly hikes in future to cut record subsidies do you think its a justified move from the government to meet its fiscal deficit,1
since vodafone is not listed company how valuation of idea was decided,0
this bus race are pollachi to coimbatore route in tamilnadu,0
is there a chance for big bear market as pe ratio is nearing and we havent had a big bear market after,0
coaches never learn they only teach dell or hell,0
anna hazare you are not a gandhian you are a bjpian,1
no income tax is the only brilliant idea given by subbo,0
which cements stock is best to buy for timezone,0
lead apr sustain above is in buy for upside tgt otherside sustain below will in sell cmp,0
not surprisingthey are from pakistanðÿ˜‚ðÿ˜‚ðÿ˜‚,0
no bigare bol change your mind it is the perfect bol for the congress,0
is there any chance of nifty weekly expiry like bank nifty expiry,0
anna hazard is a novice now his voice has got no value,1
hello sonia i have yet not selling my stocks for llosses ast month what is problems,0
we are forced to listen to your music in public places can u stop singing,1
one wrong decision to elect a wrong person mamta banerjee sparked bengal,1
electronic media sold mortgaged their soul heart brain to bjp looks highly financed,1
there are billions indians to wish isro we dont this bollywood actors to wish our scientists and especially this family bachchan,0
today your so called freedom fighter killed kashmiri policemen and bank officialin attempt to loot cash from van what will u saydo u support this act of your freedom fighter,1
vehicle whole body bubbling and chipping problem this is only month old vehicle whole body times paint,0
thuroor how will you rate the time of nehru indira and rajeev man talk logical you are suppose to be educated and public is also not fool,1
i like grey hair that is the reason krackjack,1
they can produce only child and child nd many many,0
incumbents can survive despite competition as large part of india unbanked usha ananthasubramanian,0
