tweet,class
the germans invited this filth into their oncegreat nation by electing merkel and handed law and order over to the eu bureaucrats in brussels now they are too timid to take their country back,1
and this is the vaunted european society americas liberals want us to emulate,0
aliennation i know sb sharon does,0
vcdave but we will agree shes not as vacuous as nancy reagan,0
if its not written in sharia law and its not then they muslims ultimately wont care,1
i cant speak for sb but i dont want to watch anyone pee nor do i care if you or anyone else watches someone else pee,0
do you really need a law to establish that no means no apparently so humanity has reached a sad state,0
freedomscout larjass your comment was correctexcept for the last seven words,0
none of these liberals understand that judge because they are the ones who infiltrate the government this is what happens when you let people in illegally take people in from hostile to america areas and when you let people like vallerie jarrett barack obama or van jones head departments that impact people liberal fantasy playing a dangerous game with reality,1
that just isnt going to work how many different languages do german women need to learn to say no in id assume arabic would be a key one,1
i guess the navy doesnt have any more deserving sailors they can honor this political correctness is going to destroy one of the few remaining government organizations that still have some respect from the public,0
government is the impossibility of reason platoon,0
professorheisenberg sure it is unless you are on the side of isis,0
epitomy of arrogance and sefrighteousness whose inner circles are valerie jarrett and bill ayers rv wrightho w dare she sit in judgementhow dare she sit in the white house and verbally degrade it wheres your political correctness now time to move out michelle,0
tygher he was shot by a political rival democrat,0
people in india are against the american flag,0
truly unbelievable that a sitting president and his wife are taking shots at a nominee yet another disgraceful action by our jv president what a joke,0
truthishere humbled sampatch mythoughts i could care less about billy boy he isnt running,0
this is an easy problem to fix if you are one of these ahole politicians or police chiefs unwilling to hand over dangerous criminals and that dangerous criminal kills someone you are responsible for manslaughter and should be prosecuted as such period no negotiation no plea bargaining none of it youre responsible still want to harbor these folks we as a people need to demand this its absolutely unacceptable and a dereliction of their sworn duty to protect the public,0
raysims your lack of knowledge is astounding,0
no one cares what that race baiting ugly dude in a dress has to say,1
f this racist useless beast,1
being exnavy this is disgusting to me other than honorable discharge should have eliminated his name from possible choices,0
i love rhetorical questions we all know what kind,1
rivrrodent tygher lol sure honey,0
wiltonmanors gays are hetero phobic,1
tygher eyeseeitusnvietnam combat vetmekonghonorable dischargepurple heartetcetcwhats been your service to americapogeybait,0
aliennation given small handful of names that appear in waynes tweets its definitely fox,0
lgrngreen rxwhitmertransgender that is who,1
rxwhitmer so you think it is fine to protect the rights of immoral people while taking the rights from innocent women to have their privacy,1
quickfix women arent allowed to say no in arab countries,1
nice but it doesnt help these women who were physically assaulted,0
lgrngreen larjass rxwhitmer so his morality is based on what was prevalent in the middle east about years ago nothing like keeping up to date eh,0
jesus can she not really find her way to the back of the bus again,1
spayandneuteryourliberals yeah but at least the mexs are willing to work and not become proud liberal criminals like so many blacks are exhibiting,1
catholica hard to punish a people that view women as their toys their religion allows this,1
freedomscout larjass youre just a foï»¿olperiod,0
seanreed hsa were brought into play during the bush years and it is still the only viable health plan the government failed with the mail system why on earth do you think they can get the health care right,0
turnhearts im just pointing out that you havent answered the first times the question was asked so dont expect an answer on the time,0
seanreed if you believe that youve been deceived,0
suprisied mexico had on olympic team thought everyone that could run jump and swim was already in america,1
methuen rdennisuk osym osyms comment is relevant yours is not,0
globalization is only concerned with the elite controlling the commoners and everything else,0
professorheisenberg you do since i thought you did not like hrc that is a lie obviously,0
again what are you talking about who said they wanted to watch obama pee and who is pushing you to say on tggays,0
ah okay you wish i was a woman thats crâ eâ epy wayne keep your fanâ tasâ ies to yourself,0
tygher theimmortalone i just provided you a source britannicacombiographyharveymilk according to britannica and harvey he received a dishonourable discharge,0
vcdave nope more of an embarrassment than anything,0
purelyrational time for a vision check mooch is looking more like aunt esther every day,1
larjass that doesnt make sense if i know the difference between the two words but used the wrong one that is a typo this isnt a college paper im not proofreading or checking for auto correct issues again i notice no counter argument fr,0
trans people have always used the bathroomfacilities of the gender theyre living as conservatives just like discrimination and want to create potentially explosive situations they seem to thrive on that in fact,0
i dont understand isnt the navy gay enough already,1
lgrngreen larjass rxwhitmer where do they come from then,0
tygher please stick to your day jobbabysitting your moms basement,0
freedomscout is that any worse than the nonsense in the bible,0
how does one say no in arabic,1
hispanic people sc will take down its confederate flag thats a new one,0
aliennation i would like to see the quote,0
i bet the transvestites are elated that michelle and her girls will never have to share a locker room or bathroom with them,1
eyeseeit so get out traitor,0
usns harvey milk aft boarding only,0
whybotherwithliberals i find the pure hate the flows through the keyboards of the fox christians to be far more disgusting than anything harvey milk ever did,0
smokeyjcat he was white and spoke english,1
elfonshelf did you notice that you cited no sources for that silly comment we did,0
killterrists fenceclimbing hasnt been recognized as an olympic event,1
yogics that includes bill clinton and bill cosby,0
rxwhitmer its pretty simple a woman does not change into a man by thinking it she is still a woman no issue with her thinkingacting like a man but that isnt what she is physically,1
there you go thinking again please leave it to people equipped and qualified to do it correctly,0
they know very well no means no they need to pass a law making it legal to castrate those animals,1
sigh shes not much of a first lady is she,0
yes their flag should be protected beheading people and pushing themoff buildings is not speech,0
mensliberum just flag this soros paid troll as spam its that time of month so emotions is all it has to operate on gruber,0
create jobs a new bounty hunter wanted dead or alive not so much,0
paid foreign insurgents dont matter in the usa,0
how much does the us owe china thats his results id keep my mouth shut if i were you,0
sure all over the news the killer did it because of sharia law which is why the media deflected to his weapon that showed what a lie equal rights is,1
retiredhal dirkshomebiz no say they elected merkel in large numbers,0
obama is demanding the erasure of american history by funneling hate the nazis did exactly the same thing and over million people died make no mistake the democratic national communist agenda is to socialize america and oppress the constitution,0
freedomscout either way yes how does it harm the individual and society and generically what makes it inherently evil,0
gilshuttlecok too things i hate the most hoplophobes and racists,0
spyderia no only you and your right wing friends want us to believe that,0
harvey was shot by a coworker who hated gays even a quick google search would show that but perhaps you prefer lying,0
professorheisenberg hopefully the authorities come for you before election day,0
trump will clean house of these incompetent anti american democrat hacks of obamas things will change and america will get back to enforcing the law trump,0
fearingglobalspending to all americans workers except lawyers fu,0
liberals protecting the criminals and hanging american citizens out to dry,1
woetothegutless probably a lot less whats your point,1
turtletank whybotherwithliberals whats it like living in,0
and stormtry and recall how the left name called and rolled in the gutteras you sayover palin so democrat women deserve respectwhy,0
i dont know about we but ill agree that youre a laughing stock,0
democracymanifest my angle is do not tread on me and i will not tread on you try to take my god given rights and you best bring a lot of back up,0
rxwhitmer join islam shoot the tgsgays problem solved they get to discriminate against whoever they want to,1
myownwoman well written outstanding please forward to trump ad let him use it,0
tygher eyeseeittyghersomething i sure youll enjoy gfy,0
if she believes what she says she should publicly condemn the anger and intolerance liberals inflicted on trump supporters in san jose ca but we all know she will not,0
the iranians will just throw it off of a building when their patrol boats capture it,1
marshallgibson no they will protest commemorating the jews leaving egypt,0
not at all you want me to agree with gays and tgs or it will be impossible to make sense to you its a tiresome liberal game that can never allow different opinions,0
when no doesnt workit is advisable to have some way to protect yourself,0
seanreed spayandneuteryourliberals yeah seanny youre dreams are a farce,0
case in point sean reed,0
if states can ignore real federal laws and allow people to consume controlled substances for recreational usage states can ignore imaginary federal laws and keep moving forward in a sane and rational way,0
learn to read previous law required a victim to put up a physical struggle before the rapist could be prosecuted the new law only requires her to say no,0
truthishere turtletank tygher talking about republican larry craig,0
america is fast becoming a failed state,0
freedomscout larjass no nonsense in the bible thats funny scouty,0
expect more and more women to be asking why are men no longer interested in me were not going touch you until you pull our pants down,1
freedomscout rxwhitmer did you not understand the question,0
another claim of something ive never said i am fine with you not agreeing with or liking gays or transgenders and have never said otherwise people can have different opinions,0
i do right now because these post arent making any sense,0
get them out of here,1
chucklesm sounds like islama woman cannot leave her house unless accompanied by a male relative,0
tygher did you enjoy the banana,0
believersknow bush first he is an international war criminal,0
professorheisenberg nope the dems will dump hilary like they dumped carter in,0
it seems most of our government is seriously broken i recently witnessed seattle city workers standing around a hole watching a backhoe bucket work,0
justasouthernguy gotrumpforamericawell technically they do they just may not be in the military anymore if they speak out,0
foxxy is my kind a lady,0
are they also going to paint it pink color a big brown by the rudder and paint dix on the guns unfrigginbelievable,1
wisdomkittyme either but that will be the next drug,1
turnhearts and answer not desired,0
when that water buffalo and her hateful eight pos husband vacate the wh we can be proud of america again,1
archangeljack to prison,0
this will strike fear in our enemies they will be afraid they will be rear ended by a ferry boat,1
humbled sampatch mythoughts back then women didnt serve in the military much,0
tygher ramtoughtom what would you know about service or treason,0
believersknow obama is a traitor and belongs in prision,0
transgenderism is just that an ism meaning it is a condition of mind not based on reality so when i say real thing im referring to the reality that such a person is confused because they think in their minds they are something wh,1
cynicalrant so whos responsible for the incredible list of misdeeds done by our government you me or is it that america is great because no one takes responsibility for any misdeeds well unless you can only afford a public defender,0
this family is the worst to ever reside in the white house have they no shame obama who refused to apologize to pearl harbor victims apologizes to the country that killed them what a most reprehensible act,0
cbellweather what number will make you happy,0
i say change the name of fort bragg who was a traitor to fort sherman as a reminder to all confederates dont make us burn down your cities again,0
wisdomkittymaybe you arentbut i am,0
you just now said it was,0
may god send it to the bottom of the sea disgusting,1
fearingglobalspending it could just be that hes a bit embarrassed it happens or fox could have deleted it it happens,0
the harm to the person who is confused about their own sexuality should be obvious but sadly political correctness has suppressed much of the truth about it on the face of it its inherently harmful for a person to be confused about anything w,0
chucklesm add to thatif they do protect the womenthere should be no prosecution for them for what they do to these scumbags,0
turtletank whybotherwithliberals with all the nasty old stds that are now drug resistant the libidinous are going to learn about chastity the hard way a shot wont fix it anymore,0
the great german nation brought this on itself and its citizens pay the price for letting barbarians in unchecked,1
turnhearts fines for what,0
freedom of speech is a myth few seem to understand that the first amendment does not confer any absolute right of free speech what it does is place a limit on the power of one branch of government to control speech the legislative branch and even that limit is more myth than reality,0
freedomscout rxwhitmer how will it harm our civil society be specific now,0
laugh only a pro gaytg post would ever make sense to you stop the no sense lie,1
professorheisenberg see what i mean no answer just repetition of the original statement,0
is it going to be crewed by the village people,0
lgrngreen larjass rxwhitmer nice tactic to switch the conversation,0
you never do that sharon,0
larjass lgrngreen rxwhitmer yep,0
the first lady falls not far from her husband,0
larjass good job you caught a typo to point out since you dont have a counter argument,0
tygher so demonizing pedophilia is worse than naming naval ships after a known pedophile please explain,0
azolfos you think the president ordered five separate retailers to stop selling fiags what a nutter,0
just like they have in venezuela,0
you forgot to take yours clearly,0
really its a distraction nobody in their right mind would think this was a problem,0
eyeseeit so get out traitor,0
rdennisuk osym and more then you have ever heard,0
how do you break up a riot in milwaukee drop paternity tests from a helicopter into the crowd of thugs,1
igaftr why the ignorance,0
q what do you call a liberal on a bike a thief,0
turnhearts for the third time what forced perversion,0
professorheisenberg this is why you need help you need to be in asylum before you hurt someone,0
wiltonmanors remember greece and those gays in the second century bcyou regressives,0
this is what happens when you politicize the military and make a social experiment out of it,0
but to be fair when your long suits are hatred racism and vitriol you play themover and over over again,0
professorheisenberg the latest projections are the orange clown loses in a landslide,0
tygher sorry tighter this is just meanness today i havent seen any evangelizing here must be tomorrow,0
barker try again after you sober up have you ever heard the term inalienable rights when you are sober tell us what you think it means,0
danielmaclean i was thinking the same thing couldnt these states sue and claim why are some cities and states ignoring federal immigration laws,0
lordlayton merkel is a human failure in every sense,0
let me wrap my mind around this a woman was raped by two men and a video shows her saying no and now shes on trial yeah we need european style justice here in america and let me venture a guess the opposition to the change that will allow deportation of these savages is the liberal wing of the equivalent to our own democratic party,1
great now lets have a talk with africa,1
wiltonmanors so that means you support pedophiles way to go lol you must be so proud,1
one minute you claim to believe in freedom of speech the next you want to silence speech you do not agree with in the same post freedom of speech is about all speech being free not just the speech you like or agree with wow,0
lgrngreen larjass rxwhitmer im just identifying exactly where your so called morals are coming from,0
this would be a very reasonable sentence if it had one caveat namely boiling these subhuman scumbags in pig blood,1
johnsellers you took a lot of time to say nothing,0
she was not a slave nor does she know any all races have been mistreated or enslaved at some point in history i am of irish descent but i dont obsess about the english rule i also have cherokee blood but i rarely think about how they were treated move on and stop using this as a political card the president has no documented slaves in his family,0
turnhearts dont expect an answer to your question i doubt youll get one from him,0
turnhearts you want slavery back that is why you want forced perversion you are calling that equality,1
a death sentence is the only cure for stupidity,0
after eight years she finally comes out of the woodwork she should stick to screwing up school lunches for the little kids,0
not to mention a flag whose sole purpose was as that of an enemy state,0
as is usually the case with wayne,0
nothing the obama gang does is a surprise any longer hillary promises if elected to continue the progress trump with his gaffes is a far better bet to do some good things in obamas nasty wake,0
tygher are you really so dense you couldnt figure out what i was saying i doubt you even got the banana poor sad thing,0
first immigrate them then seduce them and then get them into acts where they dont want to hear no and then get them to jail if they are not submissive,1
protecting hatred preserves hatred gopfox spin team must be commended for continually massaging narratives to suit their angle,0
pittsburghsteel and yet these fools still vote for dems,0
delainey kidnapped how about that flag where the same grandmother could be lynched or kept from ordering and eating a hamburger next to a white person where does this end with removing of all things offensive,0
connpolitics beaucharles she was hoping some white cop got killed,1
our commander in chief is on the record as supporting and honoring known pedophiles when will people say enough already,0
you lost me when you brought god into it,0
at least trump has a wife that is easy on the eyes moochell makes is so hard to look at just hideously ugly,1
you do know the vikings come here before the asians crossed the land bridge right,0
tygher theimmortalone see i provide my sources you just lie,0
these are the people leading us people who would light up the white house with the gay flag people who want our country invaded by sharia law pushing islamists obama hated this country and only served to turn it around toward destruction,1
tenniscourtoath turnhearts there was outrage over it didnt all of those men go to jail for their crimes has nothing to do with allowing someone to go into any bathroom of their choice,0
in true liberal fashion an ordinance that no means no was passed that will end all rapes by muslimes in fatherland,1
spayandneuteryourliberals seanreed like i saidhow much did you pay,0
potusisaliiar thats because the leftist media refused to report it in the minds of the liberal lemmings if mediamatters didnt report it it never happened,0
you have a very active imagination,0
theimmortalone tygher you are probably in denial about a lot of things no surprise there youre broken sad,0
freedomscout also they are not confused as they are well aware of their own bodies,0
believersknow i do i just said both flags are terrible,0
buffaloguy youll notice fox didnt bother to mention the earlier ceremony the same day in camp pendleton naming a ship after moh john basilone second ship named after him and its a real warship ddg guess that wouldnt play into the narrative though h,0
tygher eyeseeit who are you,0
so this guy was in the navy and gay but because he was really gay and outspoken we named a fukin ship after him,1
that silver back never looks good,1
vote demokkkrat because its time for your hard earned money to belong to someone else,1
silly people with silly ideas yep that flag means something,0
these people need to be deported and shot if they come back also the people aiding and abetting the illegal aliens need to go directly to jail behind the bars,1
truthishere sampatch indicthillarywhat are you talking about,0
this is at a college commencement speech so rather than making the day about them it was about trump inappropriateand tacky,0
whybotherwithliberals buttsex is a bad habit not a life style,1
tygher another one who is obsessed with pedophilia keep your kids away from sick and dangerous,0
i love sheriff joe,0
freedomscout how will you go about curing them they have tried many different kinds of therapy with them the only best solution for now is to help them transition forcing them to be normal will have them end up in depression various prob,0
its failing has failed to remove any illegals period there all criminal,1
germany another of those wonderful liberal socialist countries where citizens cant carry guns,0
makes me glad i didnt serve aboard a tankerthe usn has really gone down hill,0
liberals are good at spending other peoples money,0
a oneyear suspended sentence wow thats really harsh,0
bunnysmind how about very sharp steel tipped shoes give the sand monkey several hard kicks in the groin and it will know the meaning of nein,1
my lilly esin once in a blue moon got a new choice of the crop chevrolet corvette stingray coupe by unavailable off of a laptop flash it out,0
spayandneuteryourliberals rherpes or work boots,1
disabledsoldier thgdriver just callin a spade a spade oops,0
no you asked who wants to see obama pee i then asked what are you talking about because no one had said they want to watch him pee,0
the confederate flag is the least of americas problems,0
democracymanifest we have freedom of speech that means all speech not just speech that you agree with,0
wisdomkitty why,0
cbellweather i wouldnt mind if the illegals murdered just liberals that would be poetic justice but the murder of innocents aka nonliberals is intolerable,1
aliennation and the left wants homeschooling banned,0
jackww sure you dont want to go back any further i am sure this didnt start in the last years but i see what youre trying to do,0
wasteful and ineffective programs theres an extremely small number of murders in this country by released illegals,1
lgrngreen larjass rxwhitmer its where yours comes from too the bible is why you push tg and gays its a lot more than a book,1
rxwhitmer ask your family doctor about it theyll explain it to you,0
rmartin cynicalrant god is as always whatever you imagine it is,0
no should have always meant no just enforce laws and stop procrastinating and avoiding doing your job,0
are you tired of the liberals coddling illegals and criminals then make sure you vote for trump,1
lgrngreen rxwhitmer transgenders are immoral thats news to me i personally know two and theyre not immoral,0
the muslims will make an extra effort to blow it up,1
dont suppose she watched the attacks on trump rally attendees in san jose by the mob of hillary and bernie supporters,0
i firmly support the right of southerners rednecks republicans and other miscellaneous halfwits to fly the confederate flag i particularly support it and encourage it during election years please fly the flag and let minority voters exactly what you think of them your help in encouraging these people to vote will be doing your country a tremendous service,0
mothrasaveus so americans will never improve then,0
as a navy veteran i find this deplorable what happened to the ucmj that we were held accountable too i guess when bill clinton came in office and implemented dont tell dont ask any thing that had to do with homosexuality or beastity went out the window and now with obama in office anything goes our once great country has turned into a cesspool of liberals,1
think for yourself for once,0
thats it pass more laws you know cause paper and ink prevents crime,0
she really needs to explain how she got a high paying job with the u of chicago hospital when her husband became senator for which she had no qualifications she really helped the poorher job was to send them to other hospitals so the u of chicago hospital did not have to pay for their care good job michelle i hope you are packing,0
oh its going to be a fun place all right so as jesus said earlier in this chapter â€œmake every effort to enter through the narrow door because many i tell you will try to enter and will not be able to,0
as a democratic governor bill clinton in signed act which concerned his state banner it read â€œthe blue star above the word â€˜arkansasâ€™ is to commemorate the confederate states of americaâ€,0
there are simple facts that most normal people do not wake up every morning remembering i am slavic i dont wake up every morning realizing my predecessors were slaves this was perhaps one of the most divisive statements she has uttered especially after years of opportunities to make hope and change obama and michelle have been utter failures now leaving this country in worldwide disarray with multiple enemies on several new fronts,0
if trump ever endorses violence against liberals i will comply with his wishes gladly,1
rrawmeat loarthanvt and a strap on,1
tessaprn delainey yes there are lots of countries that have been and are far worse there are still lots of slaves in the me and africa,1
grinningbear cbellweather just read an article that says the murder rate for illegals is times higher,1
tired of all this liberal nonsense then make sure you vote for trump,0
thankfully obama is the first and last gay president not to mention black,1
larjass lgrngreen rxwhitmer no by the standard that has been around since this country was founded and before,0
great a president who was impeached maybe his wife can set a new record by getting impeached also the dynamic duo,0
barryg i spent months in vietnam i never saw a water buffalo that ugly former marine rvn to amtrak cau viet camp carroll quang tri,1
how about just say no more muslims,1
treason is as treason does your right our goverment is full treason trying to give our enemy a nuke,0
i wish we had napolitano on the us supreme court great article,0
you think that flag is terrible and it is these politicians need to do something with the isis flag full of hate they have taken thousands of innocent lives in the last couple years under the isis flag they are killing as we speak people stop thinking about yourselves and what happen a hundred years ago open your eyes and look at today pray for your brothers and sisters in christ that our politicians will stop the genocide,0
and her job was so important that when she left they did not put anyone else in it i wish i could get so much free money for being black,1
killterrists seanreed a wise indian chief once said sure you can trust the government he only said it onceand he wasnt considered very wise any more,0
delainey how can you know what is in another ones thoughts,0
larjass lgrngreen rxwhitmer like muslims do already,1
funny to watch a bunch of cons who never served criticizing a man who served honorably,0
ustruth mensliberum not politically correct just correct there is no general e lee calling people names like gruber shows you are an immature child grow up,0
my only wish for them is one day they lose everything they have and have to live in a tent like most of americans has to do thanks to his wonderful economy and open borders i dont know how they can hold their head high and look americans in the face,0
sampatch were not talking about trump were talking about you fggots,1
oharaj killterrists he means the person who originally had that ss was born in,0
duckyy makes sense now i wondered why they always were on separate planes the same person cant fly together,0
we are in a situation we cannot vote ourselves out of propaganda has control of womens minds the only solution is armed resistance against anything related to the federal govt,1
we have never had a spoiled thankless americahating thing for a first lady before this wicked witch,1
hope the pos sinks with all of her dont ask dont tell sailors on board,1
believersknow now whos the nut job,0
turtletank tygher who didnt get the bathroom heel clicking,0
glad you told us your name,0
why does that neke silver say that trump will win by percent they can easily find democrats in manhattans but they dont like hilary at all not many do,0
lestar beaucharles her life is all about her her husbands life is all about his what a pair,0
she gives a commencement speech at a college that has a year graduation rate well done,0
no get it right its not michelle but in reality michael obama she is a he,1
professorheisenberg i think we all will come nov,1
turnhearts your only point is forced compliance of perversion,0
how impressive she marries someone who occupies and degrades the office of president and she thinks her spiteful character is suddenly empowered someone else did all the work to give her that moocher pulpit there are a lot of people who have earned their place in the world she went from cherrypicking patients in a chicago hospital at a salary far above her worth to this no hatespeech from her especially in a setting she didnt earn is going to change what she is,0
earnestlyjoshing and every penny of it will end up in thee foundation,0
oldfitter in this case the liberal wing youre referring to is in brussels,0
i came back to my post and saw replies and actually thought wow maybe my post generated some interesting conversation then i clicked on it omg sharon was probably his third wifeand second daughter,0
liberals are always pandering for votes from criminals,0
lgrngreen larjass rxwhitmer your faith islam is far worse toward slaves than we are,1
us citizens are just collateral damage in the lefts quest to make america brown,1
thethirdeye no but trumps daughter better watch outfortrump,0
believersknow why cant we look at both issues,0
the obama administration counts the young girls that are kidnapped and sold into sexual slavery south of the border those that die in the desert and drown in the rio grande as deportations ltfol,1
larjass since there isnt any nonsense in the bible these things surely are worse,0
yeah youre right the flag representing a people defending slavery in no way represents any racism if you want to demonstrate your american patriotism in the south fly an american flag not the flag of an enemy state,0
humbled tygher eyeseeit i woke up in a soho doorway a policeman knew my name he said you can go sleep at home tonight if you can get up and walk away i slipped back to the underground and the breeze blew back my hair i remember throwi,0
well no i didnt so again what in the world are you saying,0
first lady i beg to differ thats no lady,1
its funny how he bloviates about others not accepting him and anybody else thats frakish yet doesnt hes doing the same thing,0
by law local law enforcement agencies are supposed to turn illegal immigrants over to the feds for deportation when they are due to be released from custody but illegal immigration advocates say the policy violates the subjectâ€™s civil rights what civil rights do noncitizens in this country none,0
freedomscout seems like general statements again what is so obviously wrong or evil about it what actual harm is being caused by their choices,0
you can expel the muslims too thats the problem they dont care about your laws,1
rivrrodent sampatch tygher i dont believe you should have made a pedophile speaker of the house but you seem to be fine with that sad,0
stupid politicians seeking relevancy to the stupid sheeple,0
larjass freedomscout none at all and you know it or you would not misquote it,0
spayandneuteryourliberals seanreed i paid in taxes last yearhow much did you pay,0
as a navy veteran i hope that they painted a target on the hull,1
steve mcd not all illegals crminals and muslims not so much,1
andylit democracymanifest yes communists try to shut you up any way they can the political correctness is the start of it,0
professorheisenberg stand by for it to get much worse,0
so you believe made up stories thanks for sharing that,0
republicans en masse are getting ready to turn their back on trump the way they did on bob dole in when it was clear he couldnt win against bill clinton,0
tygher why do you keep lying he was discharged dishonourably,0
the voice of the illegal aliens is now louder then the american peoples,1
nah he didnt come up with that one himself eithercuss did and hes been parroting it like i said hes not capable of an original thought,0
ustruth mensliberum he is correct and any that call anyone gruber is clearly a child grow up if you have something to refute refute it,0
barker flrlegal if it was their ancestors that lived thru it then they get to choose whether to acknowledge it or not why is it your business,0
wiltonmanors but who was given a less than honorable discharge from the very navy who is naming the ship after him i guess that doesnt count,0
good luck to the mexican high jump and pole vaulting teamsyoure going to need it donald trump,0
daisman he served in the navy for years but was forced out with an other than honorable discharge shouldnt we be naming ships after people who received an honorable discharge at the very minimum,0
the first lady man is just a little bit ticked off at the donald because if he is elected his wife will be million times more celebrated than was michael heshe is green with envy dont doubt me,1
the added confusion this is all bringing to children youth adolescents and young adults is tragic and so unnecessary parents are having a very difficult time shielding their children from the foolish influences of our culture that is creating so much uncertainty and relativism in the minds of youthlargely through social media and sadly through government schooling,0
sourpickle the good ship lollypop,0
theimmortalone tygher is the baby still crying aw dont cry baby mommy will come to change your diaper,0
she said go not no slime ball lawyers everywhere,0
mortisdei its a shame that you have no idea what you are talking about,0
white young women lives matter unless your ice,1
you do and so does sb its about forced deviance without that no sense would be possible,1
theyre planning to paint it pink with lace around the deck,1
single payer healthcare is just around the corner conservative healthcare is failing we must go to a pure government solution,0
he was a self admitted pedophile,1
no seriously read your post it didnt make any sense not even talking the opinion it stated referring to the phrasing,0
puhleeze my point was she cant help the genetic cards she was dealt any more than you or i or anyone else can carve her up on her totally bs liberalbeliefs those she can be held responsible forcriticized for legitimately,0
igaftr libertarianaz nonsense please explain the difference were all waiting to hear you deliver an intelligent response still waiting,0
turnhearts i dont expect one im hoping that hell eventually realize hes a câ oâ wâ ard and sâ hâ uâ t up,0
larjass and you cant understand a typo or just hide behind that claim since you cant argue the point which is more likely in this case,0
obama is an illegal alien the ss he uses in the white house was issued in connectcut in like to a french national that became a citizen here moved to hawaii in and died in obamma born in british republic of the congo in,1
until the whole world recognizes islam for what it is hate speech this type of barbarism will only go on the muslims feel it is their right to obey only the laws that they agree with sexist attitudes against women are a core belief of islam,1
gotrumpforamerica if you were a veteran you would not say that why would you want a bunch of kids put in harms way that had no say in the matter,0
goreagango chucklesm they should allow the german women weapons to protect themselves,0
imagine that muslims are the problem,1
professorheisenberg no any answer to the question would be a fine answer,0
there is no god santa never came down the chimney there is too much senseless violence,0
im currently serving so take your little smirk and shove it he didnt serve honorably which is why he got an other than honorable discharge,0
aliennation no one as in my guess is no one,0
just curiouswhy do or should we care what she has to say,0
steveieray is it me or does she also look like the grinch who stole christmas,1
obama does not want illegal criminals deported period one of his reason is because his uncle would then be deported instead of being given a free pass to commit more crimes his uncle is protected ice has been ordered to stay away from him and local law enforcement has been told they are not to arrest him or harass him anymore look it up this is true,1
rxwhitmer discriminate against them in what way,0
harrisonzayre osym dont forget the trillion dollars spent on the social programs suppose to help the downtrodden but went to line the pocket of those in washington,0
and he was a pedo,1
michelle is lyingtrump sad he wants to build a wall to keep the illegals out and he wants to deport the illegals currently in the ushe never said he wanted to deport those that are here legally the democrats need the illegals here to vote for them,1
freedomscout rxwhitmer i agree that people should use the public bathroom that fits their actual gender but what harm to society is caused by someone being transgender,0
cut off federal funding and arrest anyone getting in the way for aiding and abetting obstruction of justice and everything else that might stick,0
rivrrodent sampatch tygher nope when you put a pedophile two heartbeats away from the presidency youve lost nice try though,0
so according to my federal government its ok to refuse to cooperate with ice to turn over illegal aliens for deportation and its not ok for local and state governments to round up illegal aliens running amok in the streets of their cities for deportation i see the problem my federal government good thing i can vote,1
rxwhitmer its perfectly okay depending on the religion the liberal faith militant islam gets to shoot all the tgs gays it wants to and be protected under sharia law,1
that gutter trash has a lot of crust taking a swipe at anyone,1
delainey im not understanding this kidnapping point be real other countries took by force their own people and sold them for a coin stop attempting to portray this country as being the only one that participated in this evil trade,0
youve made it quite clear youre hoping im a woman thats saâ d wayne you need help,0
puhleeze she lives behind a wall guarded by guys with guns and lectures the rest of us,0
thats for us not foreigners,1
lgrngreen larjass rxwhitmer why should they,0
lgrngreen larjass rxwhitmer exodus â€œanyone who beats their male or female sla ve with a rod must be punished if the sla ve dies as a direct result but they are not to be punished if the sla ve recovers after a day or two since t,0
so you admit being a woman,1
democratic activists general e lee adopted the flag as his national symbol in,0
all men can already come in the womens bathroom most places have no law against that the people trying to pass laws are the republicans insisting that people use the bathroom of the gender on their birth certificate so what,0
i find it funny that people are talking about freedom of speech nobody said you cant fly a flag at home they are just saying the state government shouldnt do it,0
turnhearts because you are demanding compliance or fines that is the only answer you will bother with,0
plutoisaplanet catholica and oblama,0
if all it took to fix illegal immigration was burn down some liquor and clothing stores and beat up whites randomly by mob violence democrats would of already fixed it cincyman tired of law enforcement based upon political correctness then make sure you vote and vote for trump,1
in the real world god gives us freedom to suffer the consequences of our inappropriate words and deeds,0
give money to freedom give to the george soros charity open society is a freedom organization that works with all people wanting to be free,0
gotrumpforamerica oh an article on fox couldnt possibly be wrong thats hilarious,0
they will give away anything they dont own,0
uss milk its a ferry i mean fairy,1
tygher eyeseeit aww how adorable youre so sure youve lost the argument youre upping the ante on the rude insults how very sad,0
oldfitter and people wonder why england voted for brexit,0
dawndale then shell be pointing fingers at everyone for a very long time,0
tygher you giving out a psychological diagnosis andor advice is the equivalent of a monkey solving a puzzle for a banana,0
liberals cant distinguish men from women nor do they want to,1
this is so sad i cant believe how much our country has imploded in the past eight years unfortunately it looks like more of the same coming up,0
democracymanifest so you object to the amendment,0
indicthillary sampatch i really wish there was more info on his discharge type as that has fueled a lot of derisive comments but i have to default with usni as they are pretty good with getting it right they also provide info on the articles author a,0
proof the navy has a sense of humor i can here it now uss milk full of seaman enter san francisco,1
obama immediately called the commander of the ship to ask him about the status of the transgender bathrooms,1
we all knew this was happening now we better start checking the voting machines am sure trump is right on voter fraud also,0
sorry navy but this is just wrong there must be numerous homosexuals who have served our country with distinction and not been given a less than honorable discharge the ship could have been named after one of them,0
